Issue Type,Issue ID,Parent ID,Summary,Epic Name,Story Points,Priority,Labels,Component,Sprint,Description,Blocked By,Blocked By,Blocked By
Story,1803,1800,"UI phòng chờ: vị trí, ETA, tiến trình, polling thích nghi + SSE",,8,Highest,frontend waitingroom,web,Sprint 2,"h3. User story
Là khách, tôi muốn thấy rõ vị trí và thời gian chờ để yên tâm chờ đợi.

h3. Bối cảnh
Client phải tôn trọng tuyệt đối poll_after_ms và ETag từ server (BR-Q4).

h3. Phạm vi công việc
* Component QueuePosition, ProgressRing, AdmitBanner
* Hook use-queue-status: polling theo poll_after_ms, If-None-Match
* lib/sse.ts reconnect có backoff
* Chuyển sang chọn vé khi YOUR_TURN

h3. Tiêu chí nghiệm thu (AC)
# Client luôn tôn trọng poll_after_ms từ server
# Reconnect có backoff, không bão request khi mất mạng
# Tab ẩn không tăng tần suất poll

h3. Phụ thuộc
Cần hoàn thành trước: EVF-54 (GET /queue/status: rank, ETA, poll_after_ms thích nghi + ETag), EVF-57 (SSE push ""tới lượt bạn"" + fallback polling), EVF-110 (Khung Next.js App Router + design system + dark mode)

h3. Hiện trạng mã nguồn
Có apps/web/src/lib/queue-client.ts làm nền.

h3. Tham chiếu
Mã backlog: EVF-112 · BR-Q4

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1405,1408,1801
Story,1804,1800,Chọn vé + đồng hồ giữ ghế 10:00 theo expires_at của server,,8,Highest,frontend ticketing,web,Sprint 3,"h3. User story
Là khách được vào lượt, tôi muốn chọn vé và biết chính xác còn bao lâu để thanh toán.

h3. Bối cảnh
BR-O2: đồng hồ lấy expires_at từ server; client không tự tính.

h3. Phạm vi công việc
* Màn chọn hạng vé, số lượng (tuân thủ giới hạn mua)
* Gửi Idempotency-Key cho mọi thao tác ghi
* Hook use-hold-timer theo expires_at

h3. Tiêu chí nghiệm thu (AC)
# Đổi giờ máy khách không kéo dài được thời gian giữ ghế
# Bấm đặt nhiều lần không tạo hold trùng

h3. Phụ thuộc
Cần hoàn thành trước: EVF-32 (Ghi hold vào Postgres trong transaction, chọn bucket ngẫu nhiên + fallback vòng tròn), EVF-33 (Middleware Idempotency-Key (libs/go/idem) cho mọi API ghi), EVF-112 (UI phòng chờ: vị trí, ETA, tiến trình, polling thích nghi + SSE)

h3. Tham chiếu
Mã backlog: EVF-113 · BR-O2 · BR-O5

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1303,1304,1803
Story,1805,1800,Luồng thanh toán + trang kết quả (kể cả hold hết hạn giữa chừng),,5,Highest,frontend payment,web,Sprint 3,"h3. User story
Là khách, tôi muốn thanh toán suôn sẻ và biết rõ kết quả đơn hàng.

h3. Bối cảnh
Phải xử lý các tình huống: thanh toán thành công, thất bại, hold hết hạn giữa lúc thanh toán, webhook đến chậm.

h3. Phạm vi công việc
* Chuyển hướng sang cổng thanh toán và quay về
* Trang kết quả poll trạng thái đơn
* Thông điệp rõ ràng cho từng trường hợp

h3. Tiêu chí nghiệm thu (AC)
# Xử lý đúng trường hợp hold hết hạn ngay giữa lúc thanh toán
# Webhook chậm → trang hiển thị ""đang xác nhận"" thay vì báo lỗi

h3. Phụ thuộc
Cần hoàn thành trước: EVF-70 (Adapter cổng thanh toán (VNPay/Momo/Stripe) + sandbox mock), EVF-113 (Chọn vé + đồng hồ giữ ghế 10:00 theo expires_at của server)

h3. Tham chiếu
Mã backlog: EVF-114

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1501,1804,
Story,1806,1800,"Panel chat trợ lý: streaming, FAQ chips, trạng thái suy biến",,5,High,frontend ai,web,Sprint 5,"h3. User story
Là khách đang chờ, tôi muốn hỏi trợ lý ngay trong phòng chờ.

h3. Bối cảnh
Kết quả trả qua SSE; khi suy biến phải hiển thị thông điệp thân thiện.

h3. Phạm vi công việc
* ChatPanel, StreamingMessage, FaqChips
* Hook use-assistant (202 + SSE)
* Hiển thị theo nấc NORMAL/SAVING/FAQ_ONLY/OFF

h3. Tiêu chí nghiệm thu (AC)
# Ở chế độ FAQ_ONLY hiện thông báo rõ ràng, không báo lỗi kỹ thuật
# Ở chế độ OFF ẩn trợ lý, hiện kênh CSKH

h3. Phụ thuộc
Cần hoàn thành trước: EVF-94 (API trợ lý phía user: 202 + job_id, SSE trả kết quả, quota 10 câu / 15 phút), EVF-87 (4 nấc suy biến NORMAL / SAVING / FAQ_ONLY / OFF + công tắc cho Ops)

h3. Tham chiếu
Mã backlog: EVF-115

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1615,1608,
Story,1807,1800,"Console Organizer: tạo sự kiện, trạng thái duyệt, doanh số realtime",,5,High,frontend event,web,Sprint 6,"h3. User story
Là Ban tổ chức, tôi muốn tự quản lý sự kiện và theo dõi doanh số trực tiếp.

h3. Bối cảnh
Organizer chỉ xem và thao tác trên sự kiện của mình.

h3. Phạm vi công việc
* Form tạo/sửa sự kiện, hạng vé, lịch mở bán
* Hiển thị trạng thái duyệt và lý do
* Dashboard doanh số realtime, xem báo cáo sau bán

h3. Tiêu chí nghiệm thu (AC)
# Tạo được sự kiện end-to-end tới SCHEDULED
# Doanh số cập nhật trong ≤ 5s

h3. Phụ thuộc
Cần hoàn thành trước: EVF-20 (CRUD sự kiện + hạng vé, state machine DRAFT → … → COMPLETED), EVF-24 (Hàng đợi việc cho Moderator: duyệt / từ chối / lật ngược quyết định AI)

h3. Tham chiếu
Mã backlog: EVF-116

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1201,1205,
Story,1808,1800,"War room cho Ops: phễu realtime, admit rate, tồn kho, AI lag",,5,High,frontend ops,web,Sprint 5,"h3. User story
Là Ops trực sự kiện, tôi muốn một màn hình duy nhất thấy toàn cảnh đợt mở bán.

h3. Bối cảnh
Dùng trong diễn tập chaos và khi trực sự kiện thật.

h3. Phạm vi công việc
* Phễu lobby → admitted → hold → paid → issued
* Admit rate, queue depth, tồn kho theo hạng vé, AI lag, nấc suy biến
* Liên kết thao tác ghi đè admit_rate (EVF-60)

h3. Tiêu chí nghiệm thu (AC)
# Một màn hình thấy đủ phễu chuyển đổi, admit rate, tồn kho, AI lag
# Dữ liệu trễ không quá 5s

h3. Phụ thuộc
Cần hoàn thành trước: EVF-55 (Admit controller AIMD, bầu leader qua Redis lock có fencing), EVF-125 (Dashboard Grafana + alert rule cho 9 metric nghiệp vụ)

h3. Tham chiếu
Mã backlog: EVF-117

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1406,1906,
Task,1809,1800,Accessibility (WCAG AA) + i18n vi/en,,3,Medium,frontend a11y,web,Sprint 6,"h3. Bối cảnh
Bảo đảm khả năng tiếp cận và hỗ trợ khách quốc tế.

h3. Phạm vi công việc
* Rà soát WCAG AA các màn hình Buyer
* Tách chuỗi ra file ngôn ngữ vi/en
* Chạy axe-core trong CI

h3. Tiêu chí nghiệm thu (AC)
# axe-core 0 lỗi nghiêm trọng
# Chuyển ngôn ngữ không reload trang

h3. Phụ thuộc
Cần hoàn thành trước: EVF-110 (Khung Next.js App Router + design system + dark mode)

h3. Tham chiếu
Mã backlog: EVF-118

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1801,,
Epic,1900,,"E10 – Vận hành, chịu tải & phát hành",E10 Vận hành,,Highest,ops scale,platform,,"h3. Mục tiêu
Đưa hệ thống lên Kubernetes, chứng minh chịu tải 10× bằng load test + chaos drill và sẵn sàng trực sự kiện.

h3. Phạm vi
* K8s manifest, HPA custom metric, pre-warm
* Load shedding + circuit breaker
* k6, dashboard + alert, chaos drill
* Runbook, E2E Playwright

h3. Tiêu chí hoàn thành epic
# Load test 10× đạt toàn bộ SLO ở docs/00
# Chaos drill: không oversell, không mất đơn
# Runbook đã diễn tập ít nhất 1 lần

h3. Rủi ro chính
Dựa vào autoscale tại T0 là quá muộn (pod khởi động 30–60s) — phải pre-warm.",,,
Story,1901,1900,"K8s manifest mọi service: probe, resource, PDB, anti-affinity",,8,Highest,ops k8s,platform,Sprint 5,"h3. User story
Là SRE, tôi muốn triển khai mọi service lên Kubernetes an toàn và sẵn sàng cao.

h3. Bối cảnh
Production chạy K8s multi-AZ; rolling update không được làm rớt request.

h3. Phạm vi công việc
* Kustomize/Helm cho mọi service
* Liveness/readiness riêng, resource request/limit
* PDB, anti-affinity theo zone
* Secret qua External Secrets

h3. Tiêu chí nghiệm thu (AC)
# Rolling update không rớt request
# Pod trải đều trên các zone

h3. Phụ thuộc
Cần hoàn thành trước: EVF-4 (docker-compose local đầy đủ hạ tầng và service)

h3. Tham chiếu
Mã backlog: EVF-120 · docs/02-kien-truc.md mục 7

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1004,,
Story,1902,1900,"HPA theo custom metric (rps, queue_depth) qua Prometheus adapter",,5,Highest,ops scale,platform,Sprint 5,"h3. User story
Là SRE, tôi muốn hệ thống scale theo tải nghiệp vụ thay vì CPU.

h3. Bối cảnh
CPU tăng trễ; scale theo queue_depth và rps phản ứng đúng hơn.

h3. Phạm vi công việc
* Prometheus adapter
* HPA cho gateway, waitingroom, ticketing, ai-worker
* Tham số scale-down an toàn

h3. Tiêu chí nghiệm thu (AC)
# Scale theo metric nghiệp vụ, không theo CPU
# Không flapping trong bài test tải

h3. Phụ thuộc
Cần hoàn thành trước: EVF-120 (K8s manifest mọi service: probe, resource, PDB, anti-affinity)

h3. Tham chiếu
Mã backlog: EVF-121

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1901,,
Story,1903,1900,CronJob pre-warm: scale lên mức đỉnh tại T0 − 30 phút,,5,Highest,ops scale critical,platform,Sprint 5,"h3. User story
Là SRE, tôi muốn hạ tầng đã sẵn sàng đầy đủ trước giờ mở bán.

h3. Bối cảnh
Pod khởi động mất 30–60s — dựa vào autoscale tại T0 là quá muộn.

h3. Phạm vi công việc
* Nhận lịch mở bán từ event-svc
* CronJob scale deployment lên mức đỉnh T0 − 30 phút
* HPA chỉ thu nhỏ sau đó

h3. Tiêu chí nghiệm thu (AC)
# Tại T0 không có pod nào đang khởi động
# Lịch thay đổi thì CronJob cập nhật theo

h3. Phụ thuộc
Cần hoàn thành trước: EVF-121 (HPA theo custom metric (rps, queue_depth) qua Prometheus adapter), EVF-21 (Cấu hình lịch mở bán, ràng buộc T0 ≥ thời điểm duyệt + 30 phút)

h3. Tham chiếu
Mã backlog: EVF-122 · BR-E2

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1902,1202,
Story,1904,1900,Load shedding có phân lớp ưu tiên + circuit breaker giữa service,,5,Highest,ops reliability,platform,Sprint 5,"h3. User story
Là nền tảng, tôi muốn khi quá tải vẫn giữ được các luồng quan trọng nhất.

h3. Bối cảnh
Ưu tiên queue/status và payment/webhook; endpoint phụ trả 503 + Retry-After. Circuit breaker ngăn sập dây chuyền.

h3. Phạm vi công việc
* Phân lớp ưu tiên request ở gateway
* Shedding theo tín hiệu tải
* Circuit breaker cho lời gọi giữa service

h3. Tiêu chí nghiệm thu (AC)
# Khi quá tải, queue/status và payment/webhook vẫn hoạt động
# Endpoint phụ trả 503 + Retry-After
# Hỏng một service không kéo sập service khác

h3. Phụ thuộc
Cần hoàn thành trước: EVF-2 (libs/go/httpx: router, middleware và lỗi chuẩn RFC 7807)

h3. Tham chiếu
Mã backlog: EVF-123

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1002,,
Story,1905,1900,"Bộ k6: 100k VU join trong 5s, 30 phút chờ, đợt checkout",,8,Highest,ops testing critical,platform,Sprint 5,"h3. User story
Là trưởng nhóm kỹ thuật, tôi muốn chứng minh hệ thống chịu được tải thật trước khi lên production.

h3. Bối cảnh
Mô phỏng đầy đủ 3 pha: dồn join tại T0, 30 phút polling, đợt checkout.

h3. Phạm vi công việc
* Script k6 cho 3 pha
* Chạy trên staging với dữ liệu giả
* Lưu kết quả thành báo cáo so sánh giữa các lần

h3. Tiêu chí nghiệm thu (AC)
# Đạt toàn bộ SLO trong docs/00
# 0 oversell trong suốt bài test
# Kết quả lưu thành báo cáo so sánh được giữa các lần

h3. Phụ thuộc
Cần hoàn thành trước: EVF-56 (admit.lua: ZPOPMIN theo lô → tập admitted, TTL 15 phút), EVF-120 (K8s manifest mọi service: probe, resource, PDB, anti-affinity)

h3. Tham chiếu
Mã backlog: EVF-124 · docs/00-tong-quan.md mục 5

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1407,1901,
Story,1906,1900,Dashboard Grafana + alert rule cho 9 metric nghiệp vụ,,5,Highest,ops observability,platform,Sprint 5,"h3. User story
Là SRE, tôi muốn được cảnh báo sớm khi bất biến nghiệp vụ bị đe doạ.

h3. Bối cảnh
9 metric nghiệp vụ và ngưỡng cảnh báo theo docs/02 mục 6.

h3. Phạm vi công việc
* Dashboard theo service và dashboard nghiệp vụ
* Alert rule cho 9 metric
* Định tuyến alert tới kênh trực

h3. Tiêu chí nghiệm thu (AC)
# ticketing_oversell_guard_rejections > 0 bắn alert nghiêm trọng ngay lập tức
# Đủ alert cho 9 metric nghiệp vụ, có runbook link

h3. Phụ thuộc
Cần hoàn thành trước: EVF-3 (libs/go/otelx: OpenTelemetry trace + Prometheus metric, lan truyền qua AMQP header)

h3. Hiện trạng mã nguồn
Đã có deploy/observability/alerts.yml, prometheus.yml.

h3. Tham chiếu
Mã backlog: EVF-125 · docs/02-kien-truc.md mục 6

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1003,,
Story,1907,1900,"Chaos drill: giết Redis primary, Gemini 429 100%, Postgres failover",,5,High,ops reliability,platform,Sprint 5,"h3. User story
Là trưởng nhóm kỹ thuật, tôi muốn chắc chắn hệ thống giữ bất biến khi hạ tầng hỏng giữa đợt bán.

h3. Bối cảnh
Kịch bản: giết Redis primary, Gemini trả 429 100%, Postgres failover, RabbitMQ mất 1 node.

h3. Phạm vi công việc
* Kịch bản chaos tự động hoá
* Chạy song song với k6
* Biên bản kết quả và việc cần sửa

h3. Tiêu chí nghiệm thu (AC)
# Mọi kịch bản: không oversell, không mất đơn
# Gemini 429 100% → khách vẫn nhận câu trả lời FAQ

h3. Phụ thuộc
Cần hoàn thành trước: EVF-124 (Bộ k6: 100k VU join trong 5s, 30 phút chờ, đợt checkout)

h3. Tham chiếu
Mã backlog: EVF-126

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1905,,
Task,1908,1900,Runbook trực sự kiện + checklist đóng băng deploy,,3,High,ops docs,platform,Sprint 5,"h3. Bối cảnh
Sự kiện lớn đóng băng deploy từ T0 − 2h tới T0 + 2h; Ops cần runbook cho từng tình huống.

h3. Phạm vi công việc
* Runbook: admit_rate bất thường, inventory drift, AI lag, webhook lag, oversell alert
* Checklist trước/trong/sau đợt mở bán
* Quy trình đóng băng deploy

h3. Tiêu chí nghiệm thu (AC)
# Runbook được diễn tập 1 lần trước khi lên production
# Mỗi alert có link tới mục runbook tương ứng

h3. Phụ thuộc
Cần hoàn thành trước: EVF-125 (Dashboard Grafana + alert rule cho 9 metric nghiệp vụ)

h3. Tham chiếu
Mã backlog: EVF-127

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1906,,
Task,1909,1900,E2E Playwright luồng đầy đủ,,3,High,testing frontend,web,Sprint 5,"h3. Bối cảnh
Bảo vệ luồng quan trọng nhất khỏi hồi quy.

h3. Phạm vi công việc
* Kịch bản: xếp hàng → được gọi → giữ ghế → thanh toán (mock) → nhận vé
* Chạy trên compose trong CI

h3. Tiêu chí nghiệm thu (AC)
# Luồng đầy đủ chạy xanh trong CI
# Test ổn định, không flaky qua 20 lần chạy liên tiếp

h3. Phụ thuộc
Cần hoàn thành trước: EVF-114 (Luồng thanh toán + trang kết quả (kể cả hold hết hạn giữa chừng))

h3. Tham chiếu
Mã backlog: EVF-128

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1805,,
